CODI,PATH,PRESENCE,ERROR
B22-270,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-270_0/01134.png,0,0.00015821469423826784
B22-270,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-270_0/01133.png,0,0.00025664642453193665
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01236.png,0,0.000699698633980006
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/00285.png,0,0.0008847372373566031
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01549.png,0,0.0006813641521148384
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01092.png,0,0.0025136906187981367
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug8.png,1,0.009059958159923553
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug6.png,1,0.009299180470407009
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01371.png,0,0.0005092123756185174
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653.png,1,0.010721898637712002
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01539.png,0,0.0011765246745198965
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/00435.png,0,0.0006660885992459953
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug3.png,1,0.01001188438385725
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug5.png,1,0.009022010490298271
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug4.png,1,0.00977299828082323
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01729.png,0,0.00046074786223471165
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug2.png,1,0.010157993994653225
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01239.png,0,0.0009616056340746582
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/00390.png,0,0.0007636139634996653
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01650.png,0,0.00047209960757754743
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug1.png,1,0.009935659356415272
